,Name,Result,Description,id
518,MedInsSumEURO,"Workflow.DTO.Models.Program prog = GetProgramMed;
__Result = ""-----"";
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue paramCurr = prog.Parameters.FirstOrDefault(pr => pr.GetParameterCaption() == ""Страхова сума в EURO"");
	Workflow.DTO.Models.ProgramParameterValue paramCurrency = prog.Parameters.FirstOrDefault(pr => pr.GetParameterCaption() == ""Валюта"");
	if (paramCurr != null && paramCurrency.GetParameterValueCaption().ToString() == ""EURO"")
	{
		decimal resultSum = decimal.Parse(paramCurr.GetParameterValueCaption().ToString());
		__Result = resultSum.ToString();
	}
}
",,518
519,UmbrellaPaketL,"__Result = """";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""158"" || p.GetInsuranceTypeCode() == ""219"" || p.GetInsuranceTypeCode() == ""247"" || p.GetInsuranceTypeCode() == ""218"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «L»"")
	{
		__Result = ""Так"";
	}
	else
	{
			__Result = ""Ні"";
	}
}
",,519
520,UmbrellaPaketS,"__Result = """";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""158"" || p.GetInsuranceTypeCode() == ""219"" || p.GetInsuranceTypeCode() == ""247"" || p.GetInsuranceTypeCode() == ""218"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «S»"")
	{
		__Result = ""Так"";
	}
	else
	{
			__Result = ""Ні"";
	}
}
",,520
521,UmbrellaPaketM,"__Result = """";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""158"" || p.GetInsuranceTypeCode() == ""219"" || p.GetInsuranceTypeCode() == ""247"" || p.GetInsuranceTypeCode() == ""218"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «M»"")
	{
		__Result = ""Так"";
	}
	else
	{
			__Result = ""Ні"";
	}
}
",,521
522,UmbrellaRoadPaymentPaketS,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""158"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «S»"")
	{
		if (__Product.PaymentPeriods != null && __Product.PaymentPeriods.Count() > 0)
		{
			__Result = __Product.PaymentPeriods.Sum(pp => pp.PlanedPayments.Where(p => p.ProgramGID == prog.gid).Sum(p => p.Value)).ToString(""N2"");
		}
	}
}
",,522
523,UmbrellaRoadPaymentPaketM,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""158"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «M»"")
	{
		if (__Product.PaymentPeriods != null && __Product.PaymentPeriods.Count() > 0)
		{
			__Result = __Product.PaymentPeriods.Sum(pp => pp.PlanedPayments.Where(p => p.ProgramGID == prog.gid).Sum(p => p.Value)).ToString(""N2"");
		}
	}
}
",,523
524,UmbrellaRoadPaymentPaketL,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""158"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «L»"")
	{
		if (__Product.PaymentPeriods != null && __Product.PaymentPeriods.Count() > 0)
		{
			__Result = __Product.PaymentPeriods.Sum(pp => pp.PlanedPayments.Where(p => p.ProgramGID == prog.gid).Sum(p => p.Value)).ToString(""N2"");
		}
	}
}
",,524
525,UmbrellaOTPLPaymentPaketS,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""247"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «S»"")
	{
		if (__Product.PaymentPeriods != null && __Product.PaymentPeriods.Count() > 0)
		{
			__Result = __Product.PaymentPeriods.Sum(pp => pp.PlanedPayments.Where(p => p.ProgramGID == prog.gid).Sum(p => p.Value)).ToString(""N2"");
		}
	}
}
",,525
526,UmbrellaOTPLPaymentPaketM,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""247"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «M»"")
	{
		if (__Product.PaymentPeriods != null && __Product.PaymentPeriods.Count() > 0)
		{
			__Result = __Product.PaymentPeriods.Sum(pp => pp.PlanedPayments.Where(p => p.ProgramGID == prog.gid).Sum(p => p.Value)).ToString(""N2"");
		}
	}
}
",,526
527,UmbrellaOTPLPaymentPaketL,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""247"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «L»"")
	{
		if (__Product.PaymentPeriods != null && __Product.PaymentPeriods.Count() > 0)
		{
			__Result = __Product.PaymentPeriods.Sum(pp => pp.PlanedPayments.Where(p => p.ProgramGID == prog.gid).Sum(p => p.Value)).ToString(""N2"");
		}
	}
}
",,527
528,UmbrellaCaskoPaymentPaketS,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""219"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «S»"")
	{
		if (__Product.PaymentPeriods != null && __Product.PaymentPeriods.Count() > 0)
		{
			__Result = __Product.PaymentPeriods.Sum(pp => pp.PlanedPayments.Where(p => p.ProgramGID == prog.gid).Sum(p => p.Value)).ToString(""N2"");
		}
	}
}
",,528
529,UmbrellaCaskoPaymentPaketM,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""219"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «M»"")
	{
		if (__Product.PaymentPeriods != null && __Product.PaymentPeriods.Count() > 0)
		{
			__Result = __Product.PaymentPeriods.Sum(pp => pp.PlanedPayments.Where(p => p.ProgramGID == prog.gid).Sum(p => p.Value)).ToString(""N2"");
		}
	}
}
",,529
530,UmbrellaCaskoPaymentPaketL,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""219"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «L»"")
	{
		if (__Product.PaymentPeriods != null && __Product.PaymentPeriods.Count() > 0)
		{
			__Result = __Product.PaymentPeriods.Sum(pp => pp.PlanedPayments.Where(p => p.ProgramGID == prog.gid).Sum(p => p.Value)).ToString(""N2"");
		}
	}
}
",,530
531,UmbrellaRoadRatePaketS,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""158"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «S»"")
	{
		decimal value = prog.InsuranceRate;
		__Result = value.ToString(""N3"");
	}
}
",,531
532,UmbrellaRoadRatePaketM,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""158"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «M»"")
	{
		decimal value = prog.InsuranceRate;
		__Result = value.ToString(""N3"");
	}
}
",,532
533,UmbrellaRoadRatePaketL,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""158"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «L»"")
	{
		decimal value = prog.InsuranceRate;
		__Result = value.ToString(""N3"");
	}
}
",,533
534,UmbrellaOTPLRatePaketS,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""247"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «S»"")
	{
		decimal value = prog.InsuranceRate;
		__Result = value.ToString(""N3"");
	}
}
",,534
535,UmbrellaOTPLRatePaketM,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""247"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «M»"")
	{
		decimal value = prog.InsuranceRate;
		__Result = value.ToString(""N3"");
	}
}
",,535
536,UmbrellaOTPLRatePaketL,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""247"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «L»"")
	{
		decimal value = prog.InsuranceRate;
		__Result = value.ToString(""N3"");
	}
}
",,536
537,UmbrellaCaskoRatePaketS,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""219"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «S»"")
	{
		decimal value = prog.InsuranceRate;
		__Result = value.ToString(""N3"");
	}
}
",,537
538,UmbrellaCaskoRatePaketM,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""219"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «M»"")
	{
		decimal value = prog.InsuranceRate;
		__Result = value.ToString(""N3"");
	}
}
",,538
539,UmbrellaCaskoRatePaketL,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""219"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «L»"")
	{
		decimal value = prog.InsuranceRate;
		__Result = value.ToString(""N3"");
	}
}
",,539
540,IdCardBeginDatePassId,"__Result = """";
Workflow.DTO.Models.Face face = __Product.Insurer.Face;
if (face != null)
{
	if (face.PersonTypeID != 2)
	{
		Workflow.DTO.Models.Document doc = face.Documents.FirstOrDefault(i => i.GetDocumentTypeName() == ""Біометричний паспорт (ІД картка)"");
		if (doc == null)
		{
			doc = face.Documents.FirstOrDefault(i => i.GetDocumentTypeName() == ""Паспорт"");
		}
		if (doc == null)
		{
			doc = face.Documents.FirstOrDefault(i => i.GetDocumentTypeName() == ""Закордонний паспорт"");
		}
		if (doc != null)
		{
			if (doc.GetDocumentTypeName() == ""Біометричний паспорт (ІД картка)"")
			{
				__Result = ((DateTime)doc.StartDate).ToShortDateString();
			}
			else
			{
							__Result = ((DateTime)doc.IssuedDate).ToShortDateString();
			}
		}
	}
}
",,540
541,InsurerNoLastName,"__Result = """";
Workflow.DTO.Models.Face face = __Product.Insurer.Face;
if (face != null)
{
	if (face.PersonTypeID == 2)
	{
		__Result = face.FullName;
	}
	else
	{
			__Result = string.Format(""{0} {1}"", face.Firstname, face.Secondname);
	}
}
",,541
542,BeneficiaryDocIssuedDatePassId,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.InsuranceObjects.Any(i => i.GetInsuranceObjectTypeName() == ""Вигодонабувач""));
if (program != null)
{
	Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Вигодонабувач"");
	if (insuranceObject != null && insuranceObject.Object != null)
	{
		Workflow.DTO.Models.Face face = (Workflow.DTO.Models.Face)insuranceObject.Object;
		Workflow.DTO.Models.Document doc = face.Documents.FirstOrDefault(i => i.GetDocumentTypeName() == ""Біометричний паспорт (ІД картка)"");
		if (doc == null)
		{
			doc = face.Documents.FirstOrDefault(i => i.GetDocumentTypeName() == ""Паспорт"");
		}
		if (doc == null)
		{
			doc = face.Documents.FirstOrDefault(i => i.GetDocumentTypeName() == ""Закордонний паспорт"");
		}
		if (doc != null)
		{
			if (doc.GetDocumentTypeName() == ""Біометричний паспорт (ІД картка)"")
			{
				__Result = ((DateTime)doc.StartDate).ToShortDateString() + "" р."";
			}
			else
			{
							__Result = ((DateTime)doc.IssuedDate).ToShortDateString() + "" р."";
			}
		}
	}
}
",,542
543,BeneficiaryDocIssuedByPassId,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.InsuranceObjects.Any(i => i.GetInsuranceObjectTypeName() == ""Вигодонабувач""));
if (program != null)
{
	Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Вигодонабувач"");
	if (insuranceObject != null && insuranceObject.Object != null)
	{
		Workflow.DTO.Models.Face face = (Workflow.DTO.Models.Face)insuranceObject.Object;
		Workflow.DTO.Models.Document doc = face.Documents.FirstOrDefault(i => i.GetDocumentTypeName() == ""Біометричний паспорт (ІД картка)"");
		if (doc == null)
		{
			doc = face.Documents.FirstOrDefault(i => i.GetDocumentTypeName() == ""Паспорт"");
		}
		if (doc == null)
		{
			doc = face.Documents.FirstOrDefault(i => i.GetDocumentTypeName() == ""Закордонний паспорт"");
		}
		if (doc != null)
		{
			__Result = doc.IssuedBy;
		}
	}
}
",,543
544,BeneficiaryDocNumberPassId,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.InsuranceObjects.Any(i => i.GetInsuranceObjectTypeName() == ""Вигодонабувач""));
if (program != null)
{
	Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Вигодонабувач"");
	if (insuranceObject != null && insuranceObject.Object != null)
	{
		Workflow.DTO.Models.Face face = (Workflow.DTO.Models.Face)insuranceObject.Object;
		Workflow.DTO.Models.Document doc = face.Documents.FirstOrDefault(i => i.GetDocumentTypeName() == ""Біометричний паспорт (ІД картка)"");
		if (doc == null)
		{
			doc = face.Documents.FirstOrDefault(i => i.GetDocumentTypeName() == ""Паспорт"");
		}
		if (doc == null)
		{
			doc = face.Documents.FirstOrDefault(i => i.GetDocumentTypeName() == ""Закордонний паспорт"");
		}
		if (doc != null)
		{
			int index = doc.Number.IndexOf(""-"");
			__Result = doc.Number.Substring(index + 1, doc.Number.Length - index - 1);
		}
	}
}
",,544
